WMapName_20316,Wine God Tower - 1st Floor,หอคอยเทพสุรา - ชั้น 1
WMapName_20317,Wine God Tower - 2nd Floor,หอคอยเทพสุรา - ชั้น 2
WMapName_20318,Aroma House,ร้านเครื่องหอม
WMapName_20319_0,Bamboo garden,สวนไผ่
WMapName_20319,Maiden House,ตำหนักพิสุทธิ์
WMapName_20320,Painting Shop,ร้านภาพวาด
WMapName_20321_0,Flower garden,สวนดอกไม้
WMapName_20321_1,Duke Kang's manor,ตำหนักองค์ชายคัง
WMapName_20321,Duke Kang's manor - Main hall,ตำหนักองค์ชายคัง - โถงหลัก
WMapName_20322,Duke Kang's manor - Study,ตำหนักองค์ชายคัง - ห้องหนังสือ
WMapName_20323,Duke Kang's manor - Bedroom,ตำหนักองค์ชายคัง - ห้องนอน
WMapName_20324,Duke Kang's manor - Princess's bedroom,ตำหนักองค์ชายคัง - ห้องนอนองค์หญิง
WMapName_20325,Blacksmith's forge,โรงตีเหล็ก
WMapName_20326,Pawn shop,โรงจำนำ
WMapName_20327,Wine God Tower - Kitchen,หอคอยเทพสุรา - ห้องครัว
WMapName_20328,Maiden House - Boudoir,ห้องส่วนตัว - ตำหนักพิสุทธิ์
WMapName_20329,Enlightment Tower - 2nd Floor,หอรู้แจ้ง - ชั้น 2
WMapName_20330,Enlightment Tower - Last Floor,หอรู้แจ้ง - ชั้นสุดท้าย
WMapName_20331,Relic House,หอสมบัติ
WMapName_20332,Underground Arena,ลานประลองใต้ดิน
WMapName_20333,Ice Prison,คุกน้ำแข็ง
WMapName_20334,Enlightment Tower - 3rd Floor,หอรู้แจ้ง - ชั้น 3
WMapName_20335,Enlightment Tower - 4th Floor,หอรู้แจ้ง - ชั้น 4
WMapName_20336,Enlightment Tower - 5th Floor,หอรู้แจ้ง - ชั้น 5
WMapName_20397,Outside Lin'an,นอกเมืองหลินอัน
WMapName_20398,
WMapName_2010_0,Zhenwu Sword Formation,ค่ายกลกระบี่เจิ้นหวู่
WMapName_2010_1,Star Observatory,หอดูดาว
WMapName_2010,Taoist Sect,สำนักเต๋า
WMapName_2011,Zhenwu Hall,โถงเจิ้นหวู่
WMapName_2012,Alchemy room,ห้องปรุงยา
WMapName_2013,Disciples' Room,ห้องลูกศิษย์
WMapName_2014_0,Star Chaser Pavilion,ศาลาคว้าดารา
WMapName_2014,Star Chaser Pavilion - 1st Floor,ศาลาคว้าดารา - ชั้น 1
WMapName_2015,Star Chaser Pavilion - 2nd Floor,ศาลาคว้าดารา - ชั้น 2
WMapName_2016,Star Chaser Pavilion - 3rd Floor,ศาลาคว้าดารา - ชั้น 3
WMapName_2017,Star Chaser Pavilion - 4th Floor,ศาลาคว้าดารา - ชั้น 4
WMapName_2018,Cave of Infinity,ถ้ำไร้ประมาณ
WMapName_2020_0,Forest Tower,วิหารป่า
WMapName_2020_1,Inscripted monument,อนุสาวรีย์ที่จารึกไว้
WMapName_2020_2,Training field,สนามฝึก
WMapName_2020_3,Pond,บึง
WMapName_2020_4,Big bell,ระฆังใหญ่
WMapName_2020,Shifa Temple,อารามฉีฟา
WMapName_2021,Hall of Great Strength,หอแห่งความยิ่งใหญ่
WMapName_2022,Monk's Living Quarter,ห้องพักหลวงจีน
WMapName_2023_0,Scripture Tower,หอพระคัมภีร์
WMapName_2023,Scripture Tower - 1st Floor,หอพระคัมภีร์ - ชั้น 1
WMapName_2024,Scripture Tower - 2nd Floor,หอพระคัมภีร์ - ชั้น 2
WMapName_2025,Scripture Tower - 3rd Floor,หอพระคัมภีร์ - ชั้น 3
WMapName_2026,Kitchen,ห้องครัว
WMapName_2027,Repentance room,ห้องสำนึกผิด
WMapName_2028,Arhat Hall,หออรหันต์
WMapName_2030,Confucius Temple,วัดขงจื้อ
WMapName_2031,Hall of justice,หอยุติธรรม
WMapName_2032,Disciples' Living Quarter,ห้องลูกศิษย์
WMapName_2040,Crime Investigation Bureau,สำนักสืบสวน
WMapName_2041,Interrogation Hall,หอสอบสวน
WMapName_2042,Bedroom,ห้องนอน
WMapName_2043,Prison,คุก
WMapName_2050,Nine Rivers Waterside Stronghold,ค่ายน้ำจิ่วเจียง
WMapName_2051,Righteous Hall,หอคุณธรรม
WMapName_2052,Bedroom,ห้องนอน
WMapName_2053,Kitchen,ห้องครัว
WMapName_2060,Tiger Escort,สำนักคุ้มภัยพยัคฆา
WMapName_2061,Tiger Hall,โถงพยัคฆ์
WMapName_2062,Bedroom,ห้องนอน
WMapName_2063,Secret chamber,ห้องลับ
WMapName_2064,Storage Room,ห้องเก็บของ
WMapName_2070,Langya Sword Pavilion,ศาลากระบี่หลางหยา
WMapName_2071,Three Feet Hall,หอสามฟุต
WMapName_2072,Weapon Pavilion,หอศาสตรา
WMapName_2073,Disciples' Living Quarter,ห้องลูกศิษย์
WMapName_2074,Mine,เหมือง
WMapName_2080,Ye Family Battalion,กองพันตระกูลเย่
WMapName_2081,Loyalty Hall,หอภักดี
WMapName_2082,Soldier's tent,กระโจมทหาร
WMapName_2083,Armory,คลังแสง
WMapName_2090,Herbology Sect,สำนักพฤกษา
WMapName_2091,Main hall,โถงหลัก
WMapName_2092,Alchemy room,ห้องปรุงยา
WMapName_2100,Linlang Temple,วัดหลินหลาง
WMapName_2101,Main hall,โถงหลัก
WMapName_2102,Linlang Go puzzle,กลหมากล้อมหลินหลาง
WMapName_2110,Tomb Raider Sect,สำนักปล้นสุสาน
WMapName_2111,Great hall,โถงใหญ่
WMapName_2120,Jiuli Tribe,เผ่าจิ่วลี่
WMapName_2121,Jiuli Tribe·Main Camp,เผ่าจิ่วลี่·ค่ายหลัก
WMapName_2122,Jiuli Tribe - Poison Dragon Cave,เผ่าจิ่วลี่·ถ้ามังกรพิษ
WMapName_2130,Night Auction Plaza,จัตุรัสปีศาจราตรี
WMapName_2131,Great hall,โถงใหญ่
WMapName_2139,
WMapName_2140,Nest of Swallow,รังนกนางแอ่น
WMapName_2150,Nine Factions Sect,นิกายเก้าฝ่าย
WMapName_2151,Nine Factions Sect·Senluo Hall,นิกายเก้าฝ่าย·โถงเสิ่นลั่ว
WMapName_2155,Buddha Temple,อารามพุทธะ
WMapName_2156,Buddha Temple - 1st Floor,อารามพุทธะ - ชั้น 1
WMapName_2157,Buddha Temple - 2nd Floor,อารามพุทธะ - ชั้น 2
WMapName_2158,Buddha Temple - 3rd Floor,อารามพุทธะ - ชั้น 3
WMapName_2159,Buddha Temple - Lasst Floor,อารามพุทธะ - ชั้นบนสุด
WMapName_2160,Melody House,ตำหนักบทเพลง
WMapName_2161,Melody House·Yinfeng Tower,ตำหนักบทเพลง·หอคอยหยินเฟิง
WMapName_2170,Bandit Chief Stronghold,ค่ายหัวหน้าโจร
WMapName_2998,
WMapName_2999,Training area,ลานฝึก
WMapName_10010,Emperor Wu Mausoleum,สุสานจักรพรรดิอู่ตี้
WMapName_10020,Ancient Ruin of Shoufang,ซากปรักหักพังโบราณสถานโชวฟาง
WMapName_10030,Suburds,ชานเมือง
WMapName_10031,Commander's tent,กระโจมแม่ทัพ
WMapName_10038,
WMapName_10039,Suburds,ชานเมือง
WMapName_10040,Horse King Cave,ถ้ำราชาม้า
WMapName_10050,Mang Mountain Pit,ถ้ำหลุมภูเขาหมาง
WMapName_10060,Longevity Tomb,สุสานอมตะ
WMapName_10070,Palace Camp,ค่ายทัพหลวง
WMapName_10071,Palace big tent,กระโจมใหญ่ทัพหลวง
WMapName_10080,Yan Army Camp,ค่ายกองทัพหยาน
WMapName_10100,Southern Camp,ค่ายทางใต้
WMapName_10110,Forest of Broken Souls,ป่าวิญญาณสลาย
WMapName_10120,Snowflower Valley,หุบเขาโบตั๋น
WMapName_10130,Ye Family Battalion Camp,ค่ายกองพันตระกูลเย่
MapName_500,
MapName_501,Treasure Pavilion,ศาลาสมบัติ
MapName_502,Tian Gong Workshop,ห้องเครื่องเทียนกง
MapName_503,Medicinal Cuisine Workshop,ห้องเครื่องอาหารยา
MapName_504,Huaqing Spring,น้ำพุหัวชิง
MapName_505,Enlightenment Stele Forest,ป่าศิลารู้แจ้ง
MapName_506,Back Mountain,หลังภูเขา
MapName_5017,Forest Clearing,ที่โล่งป่า
MapName_5031,
MapName_5046,Imperial Palace Hall,ห้องโถงพระราชวังหลวง
MapName_5047,Wuxian Wonderland,แดนมหัศจรรย์อู๋เซี่ยน
MapName_5048,Fish Island,เกาะปลา
MapName_2054,Miscellaneous Storage Room,ห้องเก็บของเบ็ดเตล็ด
MapName_2065,Armory,คลังแสง
MapName_2169,
WMapName_500,Abandoned Courtyard,ลานรกร้าง
WMapName_5046,Traveling palace,พระราชวังท่องเที่ยว
WMapName_2065,Armory,คลังแสง
