key,original,translation,context
10200_option_3a,Remove team's <color=#c44b0e>serious injuries</color> (800 coins),,解除全队<color=#c44b0e>重伤</color>（800文）
10200_option_4a,Remove team's <color=#c44b0e>near-death status</color> (1200 coins),,解除全队<color=#c44b0e>濒死</color>（1200文）
10200_option_5a,Remove other abnormalities (400 coins),,解除其他异常（400文）
10200_option_6a,"Nothing to do, run away",,无事离开
10200_option_7a,Remove team's <color=#c44b0e>blindness</color> (400 coins),,解除全队<color=#c44b0e>失明</color>（400文）
10200_option_8a,Remove team's <color=#c44b0e>broken bones</color> (400 coins),,解除全队<color=#c44b0e>骨折</color>（400文）
10200_option_9a,Remove team's <color=#c44b0e>poison sores</color> (400 coins),,解除全队<color=#c44b0e>毒疮</color>（400文）
10200_option_10a,Remove team's <color=#c44b0e>confusion</color> (400 coins),,解除全队<color=#c44b0e>紊乱</color>（400文）
10200_option_11a,Remove team's <color=#c44b0e>blood loss</color> (400 coins),,解除全队<color=#c44b0e>血亏</color>（400文）
10201_option_1,Recover team's <color=#c44b0e>HP</color> (200 coins),,恢复全队<color=#c44b0e>生命</color>（200文）
10201_option_2,Recover team's <color=#c44b0e>MP</color> (200 coins),,恢复全队<color=#c44b0e>内力</color>（200文）
10201_option_3,Remove team's <color=#c44b0e>serious injuries</color> (400 coins),,解除全队<color=#c44b0e>重伤</color>（400文）
10201_option_4,Remove team's <color=#c44b0e>near-death status</color> (600 coins),,解除全队<color=#c44b0e>濒死</color>（600文）
10201_option_5,Remove other abnormalities (200 coins),,解除其他异常（200文）
10201_option_6,"Nothing to do, run away",,无事离开
10201_option_7,Remove team's <color=#c44b0e>blindness</color> (200 coins),,解除全队<color=#c44b0e>失明</color>（200文）
10201_option_8,Remove team's <color=#c44b0e>broken bones</color> (200 coins),,解除全队<color=#c44b0e>骨折</color>（200文）
10201_option_9,Remove team's <color=#c44b0e>poison sores</color> (200 coins),,解除全队<color=#c44b0e>毒疮</color>（200文）
10201_option_10,Remove team's <color=#c44b0e>confusion</color> (200 coins),,解除全队<color=#c44b0e>紊乱</color>（200文）
10201_option_11,Remove team's <color=#c44b0e>blood loss</color> (200 coins),,解除全队<color=#c44b0e>血亏</color>（200文）
10201_option_1a,Recover team's <color=#c44b0e>HP</color> (400 coins),,恢复全队<color=#c44b0e>生命</color>（400文）
10201_option_2a,Recover team's <color=#c44b0e>MP</color> (400 coins),,恢复全队<color=#c44b0e>内力</color>（400文）
10201_option_3a,Remove team's <color=#c44b0e>serious injuries</color> (800 coins),,解除全队<color=#c44b0e>重伤</color>（800文）
10201_option_4a,Remove team's <color=#c44b0e>near-death status</color> (1200 coins),,解除全队<color=#c44b0e>濒死</color>（1200文）
10201_option_5a,Remove other abnormalities (400 coins),,解除其他异常（400文）
10201_option_6a,"Nothing to do, run away",,无事离开
10201_option_7a,Remove team's <color=#c44b0e>blindness</color> (400 coins),,解除全队<color=#c44b0e>失明</color>（400文）
10201_option_8a,Remove team's <color=#c44b0e>broken bones</color> (400 coins),,解除全队<color=#c44b0e>骨折</color>（400文）
10201_option_9a,Remove team's <color=#c44b0e>poison sores</color> (400 coins),,解除全队<color=#c44b0e>毒疮</color>（400文）
10201_option_10a,Remove team's <color=#c44b0e>confusion</color> (400 coins),,解除全队<color=#c44b0e>紊乱</color>（400文）
10201_option_11a,Remove team's <color=#c44b0e>blood loss</color> (400 coins),,解除全队<color=#c44b0e>血亏</color>（400文）
10202_option_1,Recover team's <color=#c44b0e>HP</color> (200 coins),,恢复全队<color=#c44b0e>生命</color>（200文）
10202_option_2,Recover team's <color=#c44b0e>MP</color> (200 coins),,恢复全队<color=#c44b0e>内力</color>（200文）
10202_option_3,Remove team's <color=#c44b0e>serious injuries</color> (400 coins),,解除全队<color=#c44b0e>重伤</color>（400文）
10202_option_4,Remove team's <color=#c44b0e>near-death status</color> (600 coins),,解除全队<color=#c44b0e>濒死</color>（600文）
10202_option_5,Remove other abnormalities (200 coins),,解除其他异常（200文）
10202_option_6,"Nothing to do, run away",,无事离开
10202_option_7,Remove team's <color=#c44b0e>blindness</color> (200 coins),,解除全队<color=#c44b0e>失明</color>（200文）
10202_option_8,Remove team's <color=#c44b0e>broken bones</color> (200 coins),,解除全队<color=#c44b0e>骨折</color>（200文）
10202_option_9,Remove team's <color=#c44b0e>poison sores</color> (200 coins),,解除全队<color=#c44b0e>毒疮</color>（200文）
10202_option_10,Remove team's <color=#c44b0e>confusion</color> (200 coins),,解除全队<color=#c44b0e>紊乱</color>（200文）
10202_option_11,Remove team's <color=#c44b0e>blood loss</color> (200 coins),,解除全队<color=#c44b0e>血亏</color>（200文）
10202_option_1a,Recover team's <color=#c44b0e>HP</color> (400 coins),,恢复全队<color=#c44b0e>生命</color>（400文）
10202_option_2a,Recover team's <color=#c44b0e>MP</color> (400 coins),,恢复全队<color=#c44b0e>内力</color>（400文）
10202_option_3a,Remove team's <color=#c44b0e>serious injuries</color> (800 coins),,解除全队<color=#c44b0e>重伤</color>（800文）
10202_option_4a,Remove team's <color=#c44b0e>near-death status</color> (1200 coins),,解除全队<color=#c44b0e>濒死</color>（1200文）
10202_option_5a,Remove other abnormalities (400 coins),,解除其他异常（400文）
10202_option_6a,"Nothing to do, run away",,无事离开
10202_option_7a,Remove team's <color=#c44b0e>blindness</color> (400 coins),,解除全队<color=#c44b0e>失明</color>（400文）
10202_option_8a,Remove team's <color=#c44b0e>broken bones</color> (400 coins),,解除全队<color=#c44b0e>骨折</color>（400文）
10202_option_9a,Remove team's <color=#c44b0e>poison sores</color> (400 coins),,解除全队<color=#c44b0e>毒疮</color>（400文）
10202_option_10a,Remove team's <color=#c44b0e>confusion</color> (400 coins),,解除全队<color=#c44b0e>紊乱</color>（400文）
10202_option_11a,Remove team's <color=#c44b0e>blood loss</color> (400 coins),,解除全队<color=#c44b0e>血亏</color>（400文）
10203_option_1,Recover team's <color=#c44b0e>HP</color> (200 coins),,恢复全队<color=#c44b0e>生命</color>（200文）
10203_option_2,Recover team's <color=#c44b0e>MP</color> (200 coins),,恢复全队<color=#c44b0e>内力</color>（200文）
10203_option_3,Remove team's <color=#c44b0e>serious injuries</color> (400 coins),,解除全队<color=#c44b0e>重伤</color>（400文）
10203_option_4,Remove team's <color=#c44b0e>near-death status</color> (600 coins),,解除全队<color=#c44b0e>濒死</color>（600文）
10203_option_5,Remove other abnormalities (200 coins),,解除其他异常（200文）
10203_option_6,"Nothing to do, run away",,无事离开
10203_option_7,Remove team's <color=#c44b0e>blindness</color> (200 coins),,解除全队<color=#c44b0e>失明</color>（200文）
10203_option_8,Remove team's <color=#c44b0e>broken bones</color> (200 coins),,解除全队<color=#c44b0e>骨折</color>（200文）
10203_option_9,Remove team's <color=#c44b0e>poison sores</color> (200 coins),,解除全队<color=#c44b0e>毒疮</color>（200文）
10203_option_10,Remove team's <color=#c44b0e>confusion</color> (200 coins),,解除全队<color=#c44b0e>紊乱</color>（200文）
10203_option_11,Remove team's <color=#c44b0e>blood loss</color> (200 coins),,解除全队<color=#c44b0e>血亏</color>（200文）
10203_option_1a,Recover team's <color=#c44b0e>HP</color> (400 coins),,恢复全队<color=#c44b0e>生命</color>（400文）
10203_option_2a,Recover team's <color=#c44b0e>MP</color> (400 coins),,恢复全队<color=#c44b0e>内力</color>（400文）
10203_option_3a,Remove team's <color=#c44b0e>serious injuries</color> (800 coins),,解除全队<color=#c44b0e>重伤</color>（800文）
10203_option_4a,Remove team's <color=#c44b0e>near-death status</color> (1200 coins),,解除全队<color=#c44b0e>濒死</color>（1200文）
10203_option_5a,Remove other abnormalities (400 coins),,解除其他异常（400文）
10203_option_6a,"Nothing to do, run away",,无事离开
10203_option_7a,Remove team's <color=#c44b0e>blindness</color> (400 coins),,解除全队<color=#c44b0e>失明</color>（400文）
10203_option_8a,Remove team's <color=#c44b0e>broken bones</color> (400 coins),,解除全队<color=#c44b0e>骨折</color>（400文）
10203_option_9a,Remove team's <color=#c44b0e>poison sores</color> (400 coins),,解除全队<color=#c44b0e>毒疮</color>（400文）
10203_option_10a,Remove team's <color=#c44b0e>confusion</color> (400 coins),,解除全队<color=#c44b0e>紊乱</color>（400文）
10203_option_11a,Remove team's <color=#c44b0e>blood loss</color> (400 coins),,解除全队<color=#c44b0e>血亏</color>（400文）
10300option_1,Stay at the Inn (200 Wen),,住店（200文）
10300option_2,Think about it,,考虑一下
10300option_3,Well rested,,休息好了
10300option_4,Insist on staying (Start a fight),,执意停留（开战）
10300option_5,Stay at the Inn again (200 Wen),,再次住店（200文）
10301option_1,Stay at the Inn (200 Wen),,住店（200文）
10301option_2,Think about it,,考虑一下
10301option_3,Well rested,,休息好了
10301option_4,Insist on staying (Start a fight),,执意停留（开战）
10301option_5,Stay at the Inn again (200 Wen),,再次住店（200文）
10302option_1,Stay at the Inn (200 Wen),,住店（200文）
10302option_2,Think about it,,考虑一下
10302option_3,Well rested,,休息好了
10302option_4,Insist on staying (Start a fight),,执意停留（开战）
10302option_5,Stay at the Inn again (200 Wen),,再次住店（200文）
M20216-1option1,【Agree】,,【答应】
M20216-1option2,,,
M20216-1_ans1_1_1,Send feelings of mountains and rivers,,寄山水情
M20216-1_ans1_1_2,Read ancient and modern books,,读古今书
M20216-1_ans1_1_3,Travel thousands of miles,,走万里路
M20216-1_ans1_1_4,Recite a thousand autumn verses,,诵千秋篇
M20216-1_ans1_2_1,Break through a thousand people formation,,破千人阵
M20216-1_ans1_2_2,Travel with a sword,,提一剑游
M20216-1_ans1_2_3,Write a book as tall as oneself,,著等身书
M20216-1_ans1_2_4,Help thousands of people,,济万民世
M20216-1_ans1_3_1,Establish oneself through words and deeds,,言行立身
M20216-1_ans1_3_2,Eat to satisfy hunger,,吃饭充饥
M20216-1_ans1_3_3,Sleep to relieve fatigue,,睡觉解乏
M20216-1_ans1_3_4,Practice martial arts to secure the people,,习武安民
M20216-1_ans1_4_1,Gorgeous beauty,,国色天香
M20216-1_ans1_4_2,Mountain Clear water show,,山清水秀
M20216-1_ans1_4_3,Sound of zither and books,,琴韵书声
M20216-1_ans1_4_4,"Courage of the sword, heart of the zither",,剑胆琴心
M20216-1_ans1_5_1,Earth nurtures all things,,地长万物
M20216-1_ans1_5_2,Spring fills Heaven and Earth,,春满乾坤
M20216-1_ans1_5_3,People add to Spring and Autumn,,人添春秋
M20216-1_ans1_5_4,History records the loyal and the treacherous,,史留忠奸
M20216-1_ans1_6_1,Earth lasts forever,,地久天长
M20216-1_ans1_6_2,Mountain Clear water show,,山清水秀
M20216-1_ans1_6_3,"Water is far, mountains are heavy",,水远山重
M20216-1_ans1_6_4,"Clouds are light, the day is beautiful",,云淡日丽
M20216-1_ans1_7_1,Literary and military strategies,,文韬武略
M20216-1_ans1_7_2,Sing praises of merits and virtues,,歌功颂德
M20216-1_ans1_7_3,Tang and Song ancestors,,唐宗宋祖
M20216-1_ans1_7_4,Tang poetry and Han literature,,唐诗汉文
M20216-1_ans2_1_1,Horse is not fat without grass,,马无草不肥
M20216-1_ans2_1_2,Birds don't fly without insects,,鸟无虫不飞
M20216-1_ans2_1_3,Merchants are diligent when there is wealth,,商有财方勤
M20216-1_ans2_1_4,The day is clear when there is sun,,天有日方明
M20216-1_ans2_2_1,New rain moistens hundreds of flowers,,新雨润百花
M20216-1_ans2_2_2,Autumn frost chills thousands of grass,,秋霜寒千草
M20216-1_ans2_2_3,Warm river wakes up fish and ducks,,暖江醒鱼鸭
M20216-1_ans2_2_4,Winter snow signifies a good harvest,,冬雪瑞丰年
M20216-1_ans2_3_1,Spring rain is as precious as oil,,春雨贵如油
M20216-1_ans2_3_2,Clear spring flows over the rocks,,清泉石上流
M20216-1_ans2_3_3,The scorching sun is high in the sky,,烈阳当空灼
M20216-1_ans2_3_4,The forest is quieter with the cicadas' noise,,蝉噪林愈静
M20216-1_ans2_4_1,Nothing is difficult with diligence,,一勤无难事
M20216-1_ans2_4_2,"As far as the eye can see, the world is in spring",,极目世同春
M20216-1_ans2_4_3,Never turn back despite setbacks,,百折不回头
M20216-1_ans2_4_4,Peace prevails over the world,,四海生太平
M20216-1_ans2_5_1,The sun rises high,,日起三竿头
M20216-1_ans2_5_2,"The wind is calm, the water flows long",,风定水长流
M20216-1_ans2_5_3,Water and stone delay human intentions,,水石迟人意
M20216-1_ans2_5_4,Flowers and moon sway the thoughts,,花月荡相思
M20216-1_ans2_6_1,Start with shaking mountains and rivers,,起手撼山河
M20216-1_ans2_6_2,Wind and thunder rise under the pen,,笔下起风雷
M20216-1_ans2_6_3,A thousand autumn moons above the head,,头顶千秋月
M20216-1_ans2_6_4,Writing as if inspired by the gods,,下笔如有神
M20216-1_ans2_7_1,Every year there is surplus celebration,,年年有余庆
M20216-1_ans2_7_2,Every year the flowers look the same,,年年花相似
M20216-1_ans2_7_3,Every year brings fortune to people,,年年福贵人
M20216-1_ans2_7_4,Every year brings a satisfying spring,,年年如意春
M20216-1_ans3_1_1,A destitute scholar sleeps on the couch,,落魄儒生卧榻眠
M20216-1_ans3_1_2,A beautiful woman accompanies the lonely,,俊俏佳人伴伶仃
M20216-1_ans3_1_3,Cold and quiet temple with few incense,,冷清寒庙少人香
M20216-1_ans3_1_4,A thin red thread finally ties the fate,,纤细红线终结缘
M20216-1_ans3_2_1,"Fine rain connects like a thread, broken by the wind",,细雨连如线，因风断线
M20216-1_ans3_2_2,"Wild grass cannot be burned out, it grows again in spring",,野草烧不尽，因春又生
M20216-1_ans3_2_3,"Blue Mountain is not old, but snow makes it white-haired",,青山原不老，为雪白头
M20216-1_ans3_2_4,"The beauty was originally stunning, but she became haggard for him",,佳人本绝色，为君憔悴
M20216-1_ans3_3_1,"Clouds disperse and fog clears, the mountain is clearer",,云开雾散山更明
M20216-1_ans3_3_2,Sighing alone in the vast ocean,,零丁洋里叹零丁
M20216-1_ans3_3_3,"The moon on the branch, sorrow upon sorrow",,月上枝头愁更愁
M20216-1_ans3_3_4,"The sky connects with the water tail, water connects with the sky",,天连水尾水连天
M20216-1_ans3_4_1,"Wind and rain in harmony, praising the splendid year",,风调雨顺颂华年
M20216-1_ans3_4_2,Dragons soar and tigers leap to welcome the New Year,,龙腾虎跃迎新年
M20216-1_ans3_4_3,The stars shift to bid farewell to the old year,,斗转星移辞旧岁
M20216-1_ans3_4_4,"Clouds rise and rosy clouds gather, piercing the rainbow",,云兴霞蔚贯长虹
M20216-1_ans3_5_1,"The sea of learning is boundless, suffering is the boat",,学海无涯苦作舟
M20216-1_ans3_5_2,"Worn out iron shoes, nowhere to be found",,踏破铁鞋无觅处
M20216-1_ans3_5_3,"Climb to the top of the mountain, I am the peak",,山登绝顶我为峰
M20216-1_ans3_5_4,A newborn calf is not afraid of a tiger,,初生牛犊不怕虎
M20216-1_ans3_6_1,Doing things improperly is inhuman,,做事不当是非人
M20216-1_ans3_6_2,Open the window and let in the fragrance from outside,,开窗飘进门外香
M20216-1_ans3_6_3,Throw a stone and break the sky under the water,,投石惊破水底天
M20216-1_ans3_6_4,Play the zither under the moon by the flowers,,花前月下细弹琴
M20216-1_ans3_7_1,Understanding human nature is literature,,人情练达即文章
M20216-1_ans3_7_2,Understanding human nature is a sage,,人情练达即圣贤
M20216-1_ans3_7_3,Laughing and scolding is literature,,嬉笑怒骂即文章
M20216-1_ans3_7_4,Laughing and scolding is a sage,,嬉笑怒骂即圣贤
M20216-1_ans_return,"Didn't hear clearly, listen again",,没听清楚再听一遍
M20100-1001option1,Compensate 200 Wen as an apology.<color=#097a76>(200 Wen)</color>,,赔偿200文表示歉意。<color=#097a76>（200文）</color>
M20100-1001option2,"Refuse to compensate, educate him personally.",,拒绝赔钱，亲自教育他。
M20100-1001option3,"Refuse to compensate, the whole team will take action.",,拒绝赔钱，全队一起上。
M20100-1002option1,Ask about the method of cracking.<color=#097a76>(100 Wen)</color>,,询问破解之法。<color=#097a76>（100文）</color>
M20100-1002option2,"Not enough money, 1 Guan, willing but unable.",,钱财不足1贯，有心无力。
M20100-1002option3,"My fate is in my own hands, not believing in his words.",,我命由我不由天，不信对方的言语 。
M20100-1003option1,Buy Manual.<color=#097a76>(10000 Wen)</color>,,购买秘籍。<color=#097a76>（10000文）</color>
M20100-1003option2,"Not enough money, 10 Guan, willing but unable.",,钱财不足10贯，心有余力不足。
M20100-1003option3,"Pierce the beggar's bragging, run away on your own.",,无视乞丐的吹嘘，自行离开 。
M20100-1003option4,Buy Manual.<color=#097a76>(1000 Wen)</color>,,购买秘籍。<color=#097a76>（1000文）</color>
M20100-1003option5,"Not enough money, 1 Guan, still can't afford it.",,钱财不足1贯，仍然买不起。
M20100-1003option6,"Pierce the beggar's bragging, run away on your own.",,无视乞丐的吹嘘，自行离开 。
M20100-1003option7,Give the beggar 50 Wen.<color=#097a76>(50 Wen)</color>,,救济乞丐50文。<color=#097a76>（50文）</color>
M20100-1003option8,Help the beggar with 200 coins. <color=#097a76>(200 coins)</color>,,救济乞丐200文。<color=#097a76>（200文）</color>
M20100-1003option9,Grant the beggar's request and run away.,,无视乞丐的请求，自行离开 。
M20100-1004option1,Take out 100 coins and give them to the merchant. <color=#097a76>(100 coins)</color>,,掏出100文交给商人。<color=#097a76>（100文）</color>
M20100-1004option2,Take out 1 guan and give it to the merchant. <color=#097a76>(1000 coins)</color>,,掏出1贯钱交给商人。<color=#097a76>（1000文）</color>
M20100-1004option3,Demanding money through deception.,,索要被骗钱财。
M20100-1004option4,"Not enough money, let's go.",,连本钱都不够，还是走吧 。
M20100-1004option5,"Pierce, the merchant, speaks and runs away.",,无视商人言语，自行离开。
M20100-1004option6,Insist on getting the money back.,,坚持让他还钱。
M20100-1004option7,Give up on the matter and let the merchant go.,,此事作罢，放过商人。
M20100-1005option1,Pick up the inventory.,,拾取包裹。
M20100-1005option2,Stay nearby and wait for the owner. <color=#097a76>(2 hours)</color>,,守在旁边等候失主。<color=#097a76>（2时辰）</color>
M20100-1005option3,Pierce takes the inventory and runs away.,,无视包裹，自行离开。
M20100-1005option4,Return the inventory.,,交还包裹。
M20100-1005option5,Inform that you haven't seen the inventory.,,告知没见过包裹。
M20100-1005option6,Leave the Inventory behind.,,自己留下包裹。
M20100-1005option7,Leave the Inventory where it is and run away on your own.,,包裹留在原地，自行离开。
M20100-1006option1,Help the old man up.,,过去扶起老者。
M20100-1006option2,Pierce the old man and run away on your own.,,无视老者，自行离开。
M20100-1006option3,Take the old man to the clinic. <color=#097a76>(1000 coins)</color>,,送老者去医馆。<color=#097a76>（1000文）</color>
M20100-1006option4,Use Medical to treat the old man's injuries. <color=#097a76>(Medical reaches 60)</color>,,用医术为老者疗伤。<color=#097a76>（医术达到60）</color>
M20100-1006option5,Stop meddling and run away on your own.,,不再多管闲事，自行离开。
M20100-1006option6,Admit defeat and give 1 coin to the old man.,,认栽了，掏出1贯钱交给老者。
M20100-1006option7,Report to the authorities and see how they judge.,,报官吧，看官府来人怎么裁定。
M20100-1006option8,"Forcefully run away, who dares to stop me!",,强行离开，谁敢拦我！
M20100-1006option9,"A hero doesn't suffer losses, accept punishment. <color=#097a76>(10000)</color>",,好汉不吃眼前亏，认罚。<color=#097a76>（10000）</color>
M20100-1006option10,"No money, no life!",,要钱没有，要命一条！
Z001_name,Travel to Lin'an City.,,游历霖安城
Z001_overview1,Go to <color=#c44b0e>Lin'an City</color> to broaden your horizons.,,到<color=#c44b0e>霖安城</color>去开开眼界
Z001_overview2,Go to <color=#c44b0e>Lin'an Inn</color> and invite Ye Yinping to join the team.,,去<color=#c44b0e>霖安客栈</color>把叶银瓶邀请入队
Z001_overview3,Explore Lin'an City with Ye Yinping.,,与叶银瓶一同游历霖安城
Z001_option1,"[Normal Inquiry] Boss, who is that beggar?",,[正常询问]老板，那乞丐是什么来头啊？
Z001_option2,[Pretend] Pretend to be like the beggar just now.,,[装模作样]装作方才那乞丐的样子。
Z001_Npcname1,A ragged man.,,衣衫褴褛的汉子
Z002_name,Travel to Lin'an City.,,游历霖安城
Z002_overview1,Continue strolling around Lin'an City with Ye Yinping.,,陪叶银瓶继续在霖安城闲逛
Z002_option1,[Peaceful Solution] Maybe we should just let it go?,,[息事宁人]要不，还是算了？
Z002_option2,"[Lend a Hand] This is indeed too much, I'll go reason with him!",,[出手相助]的确过分，我来跟他讲讲道理！
Z002_option3,"[Take Advantage] Dare to look down on me, take this!",,[趁其不备]竟敢看不起我，看招！
Z002_option4,"[Fight Another Day] If you have the guts, let's fight another day",,[择日再战]有胆量咱们另约时日再战
Z002_option5,[Run for Your Life] (Run away with all your might),,[溜之大吉]（使出吃奶的力气落荒而逃）
Z002_Npcname1,Middle-aged Aunt,,中年大婶
Z002_Npcname2,Elderly Granny,,年迈婆婆
Z004_name,Sword Test Platform,,试剑台
Z004_overview1,Head to the north of Lin'an City to the <color=#c44b0e>Sword Test Platform</color>,,前往霖安城外北面的<color=#c44b0e>试剑台</color>
Z004_option1,【Dragon Spring Sword Test?】,,【龙泉试剑？】
Z004_option2,【Just Strolling Around】,,【随便逛逛】
Z004_option3,【Join the Fight!】,,【上台参战！】
Z004_option4,【Join the Fight!!】,,【上台参战！！】
Z004_option5,【Join the Fight!!!】,,【上台参战！！！】
Z004_npcname1,Ouye's Revival,,欧冶再兴
Z004_npcname2,Sword Saint,,剑圣
Z004_npcname3,Mysterious Man in Black,,蒙面黑衣人
Z005_name,Linlang Academy,,琳琅书院
Z005_overview1,Go to <color=#c44b0e>Linlang Academy</color> to retrieve the Xuanyuan Sword,,前往<color=#c44b0e>琳琅书院</color>追回轩辕剑
Z005_overview2,Pass the entrance exam of <color=#c44b0e>Linlang Academy</color>,,通过<color=#c44b0e>琳琅书院</color>的入门考核
Z005_option1,《Cowherd and Weaver Girl》《Butterfly Lovers》《Meng Jiangnu》《Legend of the White Snake》,,《牛郎织女》《梁山伯与祝英台》《孟姜女》《白蛇传》
Z005_option2,《Romance of the Three Kingdoms》《Journey to the West》《A Dream in Red Mansions》《Water Margin Story》,,《三国演义》《西游记》《红楼梦》《水浒传》
Z005_option3,《The Peony Pavilion》《The West Chamber》《The Peach Blossom Fan》《Longevity Palace》,,《牡丹亭》《西厢记》《桃花扇》《长生殿》
Z005_option4,《Journey to the East》《Journey to the West》《Journey to the South》《Journey to the North》,,《东游记》《西游记》《南游记》《北游记》
Z005_option5,"【Mulberry, Willow, Elm, Locust】",,【桑、柳、榆、槐】
Z005_option6,"【Plum, Orchid, Bamboo, Chrysanthemum】",,【梅、兰、竹、菊】
Z005_option7,"【Pine, Bamboo, Plum, Chrysanthemum】",,【松、竹、梅、菊】
Z005_option8,"【Plum, Tea, Lotus, Osmanthus】",,【梅、茶、荷、桂】
Z005_option9,【Zhong Li Quan】,,【钟离权】
Z005_option10,【Lu Dongbin】,,【吕纯阳】
Z005_option11,【Li Xuan】,,【李玄】
Z005_option12,【Laozi】,,【李耳】
Z005-1_name,Shen Mengxi's Token,,沈梦溪的信物
Z005-1_overview1,Get on good terms with most villagers in Nameless Village,,跟无名小村大多数村民搞好关系
Z005-1_overview2,The Village Head is waiting for you at home,,村长正在家里等你呢
Z005-1_overview3,Bring the Animal ring - The Ox to find Shen Mengxi,,带着牛金牛兽环来找沈梦溪
Z006_name,Question at Confucius Temple,,问罪儒圣馆
Z006_overview1,Go to the <color=#c44b0e>Confucius Temple</color> in the north of the map to find out!,,到地图北方的<color=#c44b0e>儒圣馆</color>一问究竟！
Z006_option1,【Continue Onwards】,,【继续前往】
Z006_option2,【Come Back After Strengthening Forces】,,【增强势力后再来】
Z008_name,Reinforcements from Bianzhou,,汴州驰援
Z008_overview1,Go to <color=#c44b0e>Bianzhou City</color> to help Ye Yinping out of trouble.,,到<color=#c44b0e>汴州城</color>帮叶银瓶解决麻烦。
Z008_overview2,Meet the spirited young man at the <color=#c44b0e>Tea shop</color> in Bianzhou City,,到汴州城里的<color=#c44b0e>品茗轩</color>与英气少年会面
Z008_npcname1,Spirited Young Man,,英气少年
Z009_name,Levitational Steel,,铁浮屠
Z009_overview1,Rush to <color=#c44b0e>Levitational Steel</color> to rescue Ye Yinping,,赶往<color=#c44b0e>铁浮屠</color>救援叶银瓶
Z009_option1,"【Rescue is Priority, Charge in Directly】",,【救人要紧，直接硬闯】
Z009_option2,"【Plan for the Long Term, Level Up First】",,【从长计议，练级要紧】
Z010_name,Conspiracy,,阴谋
Z010_overview1,Find the <color=#c44b0e>Gusu Ruins</color> and stop Yelv Wuzhu's conspiracy,,寻找<color=#c44b0e>姑苏遗址</color>，找到耶律乌珠阻止其阴谋得逞
Z010-1_name,Mission Accomplished,,幸不辱命
Z010-1_overview1,Return the Xuanyuan Sword to <color=#c44b0e>Sword Mountain Villa</color> and hand it to the Sword Saint,,把轩辕剑送回<color=#c44b0e>藏剑山庄</color>，交到剑圣手里
Z012_name,Battle is Imminent,,大战在即
Z012_overview1,Head to Ye Family Battalion,,前往叶家军
Z012_overview2,"Try to raise the Relations with the leaders of Shifa Temple, Taoist Sect, Jiujiang Fotress, Nine Factions Sect, Confucius Temple and other forces to 80",,把释法寺、道玄宗、九江水寨、九流门、儒圣馆等势力的掌门关系努力提升到80
M1000-8option1,Learn the ultimate move. <color=#097a76>(50 Wen)</color>,,学习绝招。<color=#097a76>（50文）</color>
M1000-8option2,Not interested.,,不感兴趣。
M1000-9option1,Learn the ultimate move. <color=#097a76>(500 Wen)</color>,,学习绝招。<color=#097a76>（500文）</color>
M1000-9option2,Not interested.,,不感兴趣。
M1000-10option1,Learn the ultimate move. <color=#097a76>(2000 Wen)</color>,,学习绝招。<color=#097a76>（2000文）</color>
M1000-10option2,Not interested.,,不感兴趣。
M1000-11option1,Learn the ultimate move. <color=#097a76>(20000 Wen)</color>,,学习绝招。<color=#097a76>（20000文）</color>
M1000-11option2,Not interested.,,不感兴趣。
M1000-8name,Ragged Beggar,,邋遢乞丐
M1000-9name,Ragged Beggar,,邋遢乞丐
M1000-10name,Ragged Beggar,,邋遢乞丐
M1000-11name,Ragged Beggar,,邋遢乞丐
M1101-8_name,Collect Ingredients,,收集食材
M1101-8_talk,Ingredient,,食材
M1101-8_overview1,Talk to the landlady.,,找老板娘谈一谈。
M1101-8_overview2,Get 5 Lettuce and 5 Wild boar meat.,,弄到生菜5份、野猪肉5份。
M1101-8_overview3,"Ingredients collected, go talk to the boss lady.",,食材搜集完毕，找老板娘谈一谈。
M1101-8option_1_1,Leave it to me!,,包在我身上！
M1101-8option_1_2,"Sorry, handle your own affairs.",,抱歉，自己的事自己做。
M1101-10_name,Feminism,,护花使者
M1101-10option1_1,"Honorable ones talk, not fight. Hear me out.<color=#097a76>(Persuade reached Intermediate)</color>",,君子动口不动手，且听我一言。<color=#097a76>（口才达到一知半解）</color>
M1101-10option1_2,"I'm not afraid of you, despite your harsh words!<color=#097a76>(Battle)</color>",,说话这么难听，我可不怕你们！<color=#097a76>（决战）</color>
M1101-10option1_3,"I'll stop bothering you, as the saying goes, a word to the wise is enough.",,听人劝吃饱饭，我就不妨碍你们了。
M20300-1option1_dialogue,,,你有能证明自身身份或来历的事物吗？
M20300-1option1_1,,,二位看这东西行不行？<color=#097a76>（英雄帖）</color>
M20300-1option1_2,,,两位军爷守城辛苦了，这点钱请两位喝茶。<color=#097a76>（500文）</color>
M20300-1option1_3,,,唉，我的出身，那可得从20年前开始说起……<color=#097a76>（口才达到一知半解）</color>
M20300-1option1_4,,,再想办法进城吧。
M20300-2option1_dialog,Do you have anything to prove your identity or origin?,,你有能证明自身身份或来历的事物吗？
M20300-2option1_1,"You two soldiers have worked hard to guard the city, here's some money for tea.<color=#097a76>(500 Wen)</color>",,两位军爷守城辛苦了，这点钱请两位喝茶。<color=#097a76>（500文）</color>
M20300-2option1_2,"Ah, my background, it starts 20 years ago...<color=#097a76>(Persuade reached Intermediate)</color>",,唉，我的出身，那可得从20年前开始说起……<color=#097a76>（口才达到一知半解）</color>
